36851715, 0, 0, 1, 0, 0.0, 0.0, 0.8917073170731707, 0.0, 0.45454545454545453, 0, 1
17999328, 0, 0, 1, 0, 0.0, 0.0, 0.8470665787738958, 0.005273566249176005, 0.6727272727272727, 0, 1
30191463, 0, 0, 1, 0, 0.0, 0.0, 0.8216463414634146, 0.0, 0.5818181818181818, 0, 1
37736633, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0.8062717770034843, 0.6363636363636364, 0, 1
28399692, 1, 0, 0, 0, 0.7964676198486123, 0.0159798149705635, 0.00672834314550042, 0.0, 0.5272727272727272, 0, 1
30431628, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0.8411149825783972, 0.6363636363636364, 0, 1
9438499, 0, 1, 0, 0, 0.0, 0.886720867208672, 0.0, 0.0, 0.8181818181818182, 0, 1
16949715, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0.8426248548199767, 0.7636363636363637, 0, 1
39122108, 0, 0, 1, 0, 0.0, 0.0, 0.8154471544715447, 0.0, 0.5454545454545454, 0, 1
24260246, 0, 0, 1, 0, 0.0, 0.0, 0.8270509977827051, 0.0, 0.6, 0, 1
17913748, 1, 0, 0, 0, 0.8474191718661372, 0.0, 0.0, 0.0, 0.7818181818181819, 0, 1
37047879, 1, 0, 0, 0, 0.802787456445993, 0.0, 0.004181184668989547, 0.0, 0.6363636363636364, 0, 1
23301285, 1, 0, 0, 0, 0.0, 0.8829268292682927, 0.0, 0.0, 0.45454545454545453, 1, 0
42667917, 0, 0, 0, 1, 0.0, 0.0, 0.011553273427471117, 0.8382541720154044, 0.6909090909090909, 0, 1
36445726, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0.8741148701809599, 0.5636363636363636, 0, 1
28439024, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0.8554006968641115, 0.509090909090909, 0, 1
10708553, 0, 1, 0, 0, 0.0, 0.9254742547425474, 0.0, 0.0, 0.32727272727272727, 0, 1
20772956, 0, 0, 1, 0, 0.0, 0.0, 0.7768744354110207, 0.0, 0.4909090909090909, 0, 1
21133450, 0, 0, 0, 1, 0.0, 0.0, 0.00672834314550042, 0.8460891505466779, 0.5272727272727272, 0, 1
40316395, 1, 0, 0, 0, 0.8635670731707317, 0.0, 0.0, 0.0, 0.5818181818181818, 0, 1
40220371, 1, 0, 0, 0, 0.0, 0.0, 0.8414634146341463, 0.0, 0.5818181818181818, 1, 0
16369825, 0, 1, 0, 0, 0.008710801393728223, 0.8362369337979094, 0.0, 0.0, 0.509090909090909, 0, 1
34515771, 0, 1, 0, 0, 0.006968641114982578, 0.8432055749128919, 0.0, 0.0, 0.509090909090909, 0, 1
36202481, 0, 1, 0, 0, 0.0, 0.7835365853658537, 0.0, 0.0, 0.5818181818181818, 0, 1
34250947, 0, 0, 0, 1, 0.0, 0.0, 0.005574912891986063, 0.7923344947735191, 0.6363636363636364, 0, 1
44216976, 0, 1, 0, 0, 0.007423117709437964, 0.8027571580063627, 0.0, 0.0, 0.41818181818181815, 0, 1
40647282, 1, 0, 0, 0, 0.8497033618984838, 0.0, 0.0, 0.0, 0.6727272727272727, 0, 1
37050326, 0, 1, 0, 0, 0.0, 0.8450502152080345, 0.0, 0.0, 0.9272727272727272, 0, 1
21668792, 1, 0, 0, 0, 0.8475609756097561, 0.0, 0.0, 0.0, 0.7272727272727273, 0, 1
41916228, 0, 0, 1, 0, 0.004878048780487805, 0.0, 0.8252032520325203, 0.0, 0.5454545454545454, 0, 1
17507469, 0, 0, 1, 0, 0.0, 0.0, 0.8447154471544716, 0.0065040650406504065, 0.5454545454545454, 0, 1
17641888, 0, 1, 0, 0, 0.0, 0.9235033259423503, 0.0, 0.0, 0.4, 0, 1
21859357, 0, 0, 1, 0, 0.8977485928705441, 0.0, 0.0, 0.0, 0.4727272727272727, 1, 0
47645641, 0, 1, 0, 0, 0.0, 0.8040650406504065, 0.005691056910569106, 0.0, 0.5454545454545454, 0, 1
47566998, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0.8064516129032258, 0.5636363636363636, 0, 1
47346060, 0, 0, 0, 1, 0.0, 0.0, 0.005335365853658537, 0.7339939024390244, 0.5818181818181818, 0, 1
22515943, 0, 0, 0, 1, 0.0, 0.0, 0.004878048780487805, 0.8463414634146341, 0.5454545454545454, 0, 1
15996339, 1, 0, 0, 0, 0.7862266857962698, 0.0, 0.0, 0.0, 0.6181818181818182, 0, 1
20377525, 0, 0, 1, 0, 0.0, 0.0, 0.8346883468834688, 0.0, 0.4909090909090909, 0, 1
46499107, 0, 1, 0, 0, 0.005273566249176005, 0.8121292023731048, 0.0, 0.0, 0.6727272727272727, 0, 1
24862425, 0, 1, 0, 0, 0.0, 0.8568056648308419, 0.0, 0.0, 0.5636363636363636, 0, 1
40837908, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0.8578637510513036, 0.5272727272727272, 0, 1
34546502, 1, 0, 0, 0, 0.7875688434303698, 0.0, 0.0, 0.0, 0.5636363636363636, 0, 1
31624724, 0, 1, 0, 0, 0.0, 0.866137266023823, 0.0, 0.0, 0.7818181818181819, 0, 1
39910505, 0, 1, 0, 0, 0.005173688100517369, 0.8174427198817442, 0.0, 0.0, 0.6, 0, 1
30041832, 0, 0, 1, 0, 0.0, 0.0, 0.8595912986156888, 0.0, 0.6727272727272727, 0, 1
16984834, 1, 0, 0, 0, 0.8098811757348343, 0.0, 0.0, 0.00375234521575985, 0.7090909090909091, 0, 1
21299810, 0, 0, 1, 0, 0.0, 0.0, 0.8891352549889135, 0.0, 0.6, 0, 1
